0.464008,
0.440405,
0.444408,
0.413351,
0.405968,
0.406123,
0.413739,
0.433206,
0.499645,
0.360455,
0.353731,
0.361595,
0.359006,
0.355741,
0.353145,
0.352567,
0.352989,
0.356968,
0.347058,
0.344476,
0.412515,
0.406677,
0.407391,
0.410704,
0.420423,
0.395211,
0.3914,
0.436051,
0.391266,
0.378641,
0.362725,
0.363728,
0.352416,
0.356573,
0.353851,
0.356676,
0.356708,
0.355629,
0.37285,
0.359323,
0.422784,
0.421535,
0.418393,
0.424373,
0.415245,
0.410099,
0.387259,
0.38585,
0.384535,
0.37823,
0.380729,
0.370395,
0.362718,
0.361943,
0.398424,
0.363168,
0.400729,
0.369117,
0.362333,
0.363055,
0.495695,
0.451734,
0.448773,
0.456867,
0.50712,
0.499708,
0.505992,
0.415093,
0.401127,
0.377666,
0.374614,
0.376277,
0.415081,
0.386832,
0.438545,
0.44106,
0.437923,
0.418026,
0.44445,
0.40937,
0.493655,
0.5209,
0.515453,
0.540095,
0.558668,
0.520197,
0.523442,
0.455394,
0.502471,
0.468517,
0.45644,
0.450851,
0.454056,
0.450829,
0.452069,
0.448952,
0.455414,
0.460079,
0.451003,
0.443093,
0.466352,
0.472352,
0.4659,
0.467076,
0.464576,
0.482277,
0.472073,
0.48158,
0.492817,
0.465344,
0.465815,
0.462239,
0.460978,
0.455509,
0.4584,
0.459491,
0.456725,
0.452597,
0.45563,
0.453176,
0.498292,
0.488084,
0.487692,
0.484702,
0.478283,
0.4799,
0.475904,
0.47925,
0.470944,
0.470755,
0.476798,
0.487745,
0.47154,
0.495033,
0.495967,
0.494105,
0.50992,
0.474394,
0.47618,
0.476738,
0.503007,
0.509572,
0.499604,
0.506204,
0.487486,
0.483002,
0.48084,
0.481487,
0.480127,
0.482258,
0.511751,
0.539628,
0.5274,
0.504507,
0.513515,
0.532908,
0.538973,
0.544254,
0.581984,
0.624017,
0.563457,
0.602599,
0.540116,
0.559774,
0.542788,
0.580608,
0.631523,
0.534598,
0.547319,
0.573632,
0.555756,
0.560192,
0.56605,
0.570472,
0.530345,
0.505491,
0.496357,
0.507234,
0.511969,
0.499038,
0.53416,
0.533911,
0.535606,
0.531069,
0.537189,
0.541371,
0.5383,
0.534819,
0.535218,
0.52305,
0.519925,
0.521685,
0.522183,
0.524377,
0.54468,
0.529924,
0.613269,
0.705726,
0.642839,
0.678698,
0.736462,
0.5967,
0.609518,
0.661953,
0.627547,
0.595691,
0.608615,
0.592477,
0.579933,
0.599212,
0.577359,
0.56788,
0.572673,
0.56499,
0.556303,
0.576776,
0.56116,
0.57262,
0.61996,
0.552171,
0.627735,
0.615459,
0.602609,
0.602076,
0.594658,
0.596133,
0.597319,
0.592869,
0.588657,
0.604129,
0.599292,
0.603032,
0.61014,
0.635407,
0.64604,
0.626497,
0.598545,
0.588405,
0.664021,
0.589409,
0.612515,
0.561807,
0.544565,
0.516111,
0.558751,
0.478653,
0.477761,
0.460131,
0.462487,
0.457621,
0.471001,
0.475832,
0.413825,
0.415232,
0.4223,
0.431561,
0.423047,
0.407979,
0.406391,
0.407027,
0.598366,
0.576581,
0.540598,
0.506703,
0.502583,
0.489514,
0.523578,
0.446407,
0.517889,
0.437654,
0.464268,
0.477824,
0.427635,
0.431034,
0.425789,
0.428701,
0.409894,
0.413075,
0.408427,
0.425198,
0.626869,
0.616197,
0.570498,
0.530573,
0.591166,
0.509957,
0.492303,
0.477646,
0.469015,
0.460938,
0.433241,
0.485468,
0.437037,
0.440508,
0.438582,
0.525329,
0.423312,
0.447196,
0.41365,
0.439893,
0.644861,
0.632898,
0.657597,
0.589509,
0.557616,
0.629268,
0.506694,
0.498932,
0.505896,
0.476017,
0.477175,
0.555473,
0.470169,
0.460109,
0.462908,
0.460257,
0.441717,
0.448146,
0.464757,
0.451275,
0.43677,
0.427663,
0.396786,
0.404288,
0.387996,
0.378996,
0.374095,
0.366177,
0.431924,
0.371449,
0.352907,
0.348814,
0.348491,
0.371369,
0.343329,
0.32972,
0.329433,
0.326545,
0.383714,
0.331638,
0.418568,
0.417548,
0.42258,
0.408007,
0.390562,
0.388764,
0.391677,
0.389991,
0.384287,
0.375163,
0.362312,
0.384866,
0.34863,
0.348534,
0.355569,
0.375683,
0.368767,
0.339473,
0.330193,
0.336364,
0.435982,
0.516231,
0.435226,
0.419348,
0.422952,
0.440538,
0.395856,
0.400537,
0.385716,
0.382245,
0.369394,
0.364932,
0.363527,
0.353769,
0.400861,
0.370784,
0.353846,
0.342082,
0.346042,
0.356984,
0.44396,
0.432887,
0.429212,
0.486663,
0.411298,
0.409765,
0.398992,
0.412365,
0.398663,
0.380501,
0.453089,
0.380968,
0.373442,
0.342877,
0.358162,
0.349036,
0.358771,
0.366392,
0.351842,
0.361498,
1.22726,
1.08918,
1.02941,
1.16363,
1.28746,
0.987122,
0.917813,
0.891284,
0.931542,
0.881661,
0.898299,
0.856996,
0.976813,
0.842823,
0.873016,
0.808486,
0.829897,
0.802769,
0.833178,
0.803797,
1.25836,
1.09392,
1.07241,
1.08505,
1.09177,
1.01281,
0.918468,
0.932254,
0.897254,
0.903063,
0.911367,
0.886584,
1.00417,
0.875884,
0.932796,
0.850564,
0.910009,
0.83573,
0.844688,
0.820623,
1.21378,
1.20208,
1.10497,
1.16614,
1.12343,
1.07411,
1.04784,
0.960768,
0.958781,
0.976784,
0.915821,
0.904181,
0.909851,
0.881427,
0.883527,
0.883944,
0.84377,
0.872828,
0.878311,
0.835768,
1.30264,
1.20886,
1.18825,
1.14542,
1.12625,
1.1529,
1.01151,
1.00454,
1.00788,
0.973003,
0.99075,
0.957674,
0.978634,
0.922381,
0.912024,
0.898084,
0.921971,
0.907511,
0.919868,
0.86968,
2.21715,
1.95928,
1.74654,
1.7557,
1.5795,
1.50266,
1.49883,
1.48524,
1.40017,
1.37976,
1.34172,
1.24109,
1.22606,
1.16917,
1.21199,
1.10275,
1.10468,
1.09952,
1.01293,
1.02729,
2.60948,
2.18792,
1.78603,
1.83463,
1.73003,
1.63277,
1.60636,
1.57586,
1.51807,
1.58119,
1.40812,
1.30738,
1.32773,
1.29194,
1.21305,
1.15593,
1.22117,
1.08005,
1.12191,
1.16615,
2.63997,
2.33084,
2.03102,
2.00209,
1.78198,
1.84073,
1.77107,
1.7408,
1.64562,
1.59091,
1.53456,
1.45565,
1.4378,
1.27846,
1.33415,
1.23828,
1.19837,
1.13377,
1.15061,
1.10799,
2.77105,
2.49583,
2.20428,
2.05867,
1.90721,
1.91619,
1.76413,
1.82258,
1.75848,
1.6916,
1.63216,
1.49558,
1.52144,
1.3348,
1.32842,
1.32077,
1.24747,
1.16123,
1.15296,
1.21116,
1.68717,
1.68748,
1.61654,
1.41563,
1.38102,
1.34882,
1.36718,
1.32363,
1.29096,
1.25029,
1.2571,
1.229,
1.23704,
1.25646,
1.27931,
1.18045,
1.16998,
1.22969,
1.1653,
1.14538,
1.8489,
1.85022,
1.75071,
1.50985,
1.49351,
1.43716,
1.35146,
1.38402,
1.3835,
1.34269,
1.2934,
1.3293,
1.28098,
1.2677,
1.27482,
1.29668,
1.21755,
1.21447,
1.19767,
1.2653,
1.93337,
1.98117,
1.87243,
1.69175,
1.56839,
1.52698,
1.46779,
1.4472,
1.42436,
1.36851,
1.46541,
1.37827,
1.35406,
1.34068,
1.34092,
1.43457,
1.30769,
1.30229,
1.24122,
1.30645,
2.00477,
2.01196,
2.01783,
1.72941,
1.77699,
1.77269,
1.6824,
1.65369,
1.62854,
1.59506,
1.67625,
1.51824,
1.52069,
1.50905,
1.50468,
1.43811,
1.43201,
1.4579,
1.28972,
1.26862,
2.10105,
1.94333,
1.90232,
1.88651,
1.65009,
1.69037,
1.58723,
1.85386,
1.73293,
1.50001,
1.44961,
1.41559,
1.4305,
1.3841,
1.39781,
1.33755,
1.29256,
1.31683,
1.16469,
1.18565,
2.24436,
2.08883,
2.06725,
2.00161,
1.77198,
1.70069,
1.70433,
1.67059,
1.66563,
1.58008,
1.50978,
1.53097,
1.50771,
1.41867,
1.54926,
1.45158,
1.41165,
1.35637,
1.37469,
1.27604,
2.0725,
2.19059,
2.18416,
2.13442,
1.93878,
1.85704,
1.81822,
1.78991,
1.77469,
1.51954,
1.71331,
1.61892,
1.63332,
1.62797,
1.57624,
1.55364,
1.46081,
1.42727,
1.39992,
1.37512,
2.38847,
2.53406,
2.65281,
2.51425,
2.14372,
2.13202,
2.04004,
2.03815,
2.05783,
1.92051,
1.87661,
1.88021,
1.86339,
1.82242,
1.83937,
1.70852,
1.79681,
1.56641,
1.54053,
1.50558,
2.24498,
2.22909,
2.06525,
1.98412,
1.86864,
1.81651,
1.75269,
1.68742,
1.6139,
1.60342,
1.47825,
1.4886,
1.45014,
1.43936,
1.42121,
1.43934,
1.40924,
1.33917,
1.31004,
1.33548,
2.52484,
2.29413,
2.21381,
2.06498,
2.0558,
1.96657,
1.89982,
1.8657,
1.74377,
1.72136,
1.57919,
1.62343,
1.50721,
1.49625,
1.46159,
1.51425,
1.43466,
1.47022,
1.43753,
1.42486,
2.6143,
2.45669,
2.25016,
2.36351,
2.22552,
2.07526,
1.97333,
1.88821,
1.82389,
1.80832,
1.70366,
1.65206,
1.57212,
1.54467,
1.49781,
1.50311,
1.46498,
1.45324,
1.40895,
1.48872,
2.72271,
2.51555,
2.53353,
2.81562,
2.14897,
2.24378,
2.09235,
1.97304,
1.84956,
1.91003,
1.80996,
1.77751,
1.71058,
1.62406,
1.60514,
1.54908,
1.52973,
1.53524,
1.49057,
1.51403,
1.31236,
1.40052,
1.24633,
0.940384,
1.02774,
0.910669,
0.838849,
0.850401,
0.816637,
0.804589,
0.796304,
0.763731,
0.781788,
0.715573,
0.717323,
0.699951,
0.692074,
0.699486,
0.668474,
0.698322,
1.33162,
1.36461,
1.29202,
0.996581,
1.01936,
0.965276,
0.908379,
0.874481,
0.866979,
0.832736,
0.792775,
0.794143,
0.741107,
0.738669,
0.730583,
0.747147,
0.765468,
0.716479,
0.704254,
0.692715,
1.4087,
1.372,
1.31937,
1.07732,
1.04974,
1.01808,
0.991462,
0.956525,
0.990965,
0.881196,
0.849017,
0.861208,
0.782059,
0.755275,
0.793822,
0.762105,
0.760832,
0.732282,
0.717301,
0.728556,
1.45853,
1.43507,
1.40531,
1.10986,
1.14972,
1.08889,
0.994156,
1.01226,
0.976218,
0.925766,
0.931669,
0.898321,
0.839921,
0.803189,
0.85389,
0.799209,
0.790458,
0.770362,
0.744001,
0.798182,
1.74447,
1.53626,
1.4402,
1.34448,
1.282,
1.29682,
1.22061,
1.2397,
1.24845,
1.22398,
1.22532,
1.096,
1.12405,
1.10864,
1.00831,
1.00216,
1.00238,
1.15878,
1.07263,
1.01251,
2.0176,
1.70408,
1.61744,
1.4646,
1.40211,
1.33587,
